item_id	releasedate	action	adventure	animation	children	comedy	crime	Documentary	Drama	Fantasy	film_noir	horror	musical	mystery	romance	sci_fi	thriller	war	western
42	757353600.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
43	757353600.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
44	757353600.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
45	757353600.0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
46	757353600.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
47	757353600.0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
48	757353600.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
49	757353600.0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
50	220896000.0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
51	757353600.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1
52	757353600.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
53	757353600.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
54	788889600.0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
55	757353600.0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0
56	757353600.0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
57	757353600.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
58	757353600.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
59	757353600.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
60	725817600.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
61	757353600.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
62	757353600.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
63	757353600.0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
64	757353600.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
65	725817600.0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
66	788889600.0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
67	757353600.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
68	757353600.0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
69	757353600.0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0
70	757353600.0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
71	757353600.0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
72	757353600.0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
73	757353600.0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
74	-157795200.0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
75	757353600.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
76	725817600.0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
77	725817600.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
78	725817600.0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
79	725817600.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
80	725817600.0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
81	757353600.0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
82	725817600.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
83	725817600.0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
84	757353600.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
85	757353600.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
86	725817600.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
87	725817600.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
88	725817600.0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
89	378662400.0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
90	725817600.0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0
91	725817600.0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
92	725817600.0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
93	832867200.0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
94	631123200.0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
95	694195200.0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
96	662659200.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
97	631123200.0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
98	662659200.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
99	-1041408000.0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
100	855849600.0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0
101	352828800.0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
102	-28800.0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	828028800.0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
104	828028800.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
105	828028800.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
106	820425600.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
107	834681600.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
108	829238400.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
109	829843200.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
110	788889600.0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
111	830448000.0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
112	831657600.0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113	829843200.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
114	828633600.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115	830448000.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
116	830188800.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
117	834076800.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
118	831657600.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
119	757353600.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
120	835891200.0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
121	836323200.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
122	834681600.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
123	837705600.0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
124	835286400.0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
125	835977600.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
126	841939200.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
127	63043200.0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
128	838310400.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
129	844358400.0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0
130	840124800.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
131	-284025600.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
132	-978336000.0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
133	-978336000.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0
134	-915177600.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
135	-63187200.0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0
136	-978336000.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
137	843148800.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
138	844358400.0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
139	-31564800.0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
140	725817600.0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141	-504950400.0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
142	31507200.0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
143	-157795200.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
144	567964800.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
145	694195200.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
146	846604800.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
147	844444800.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
148	844963200.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
149	846777600.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
150	845568000.0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
151	31507200.0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
152	94665600.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
153	567964800.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
154	283968000.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
155	536428800.0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
156	694195200.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
157	504892800.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
158	599587200.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
159	694195200.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
160	694195200.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
161	504892800.0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
162	347126400.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
163	126201600.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
164	599587200.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
165	504892800.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
166	504892800.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
167	315504000.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
168	126201600.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
169	725817600.0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
170	567964800.0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
171	662659200.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
172	315504000.0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0
173	536428800.0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
174	347126400.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175	473356800.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
176	504892800.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
177	-126259200.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
178	-410256000.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
179	31507200.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
180	283968000.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
181	858268800.0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
182	631123200.0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
183	283968000.0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
184	725817600.0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0
185	-315648000.0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0
186	315504000.0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
187	126201600.0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
188	536428800.0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
189	694195200.0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
190	599587200.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
191	441734400.0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
192	315504000.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
193	410198400.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
194	94665600.0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
195	441734400.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
196	599587200.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
197	-94723200.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
198	631123200.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
199	-410256000.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
200	315504000.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
201	536428800.0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
202	725817600.0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
203	694195200.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
204	473356800.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
205	-28800.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
206	567964800.0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
207	631123200.0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
208	126201600.0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
209	441734400.0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0
210	599587200.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211	-28800.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
212	567964800.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
213	504892800.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
214	378662400.0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0
215	599587200.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
216	599587200.0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
217	694195200.0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
218	662659200.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
219	441734400.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
220	847987200.0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
221	847987200.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
222	848592000.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
223	848592000.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
224	849024000.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
225	849024000.0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
226	631123200.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
227	662659200.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
228	378662400.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
229	441734400.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
230	504892800.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
231	694195200.0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
232	567964800.0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
233	694195200.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
234	157737600.0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
235	850406400.0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0
236	850406400.0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
237	850406400.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
238	536428800.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
239	694195200.0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0
240	851011200.0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
241	694195200.0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
242	854035200.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
243	857664000.0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
244	858268800.0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
245	859305600.0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
246	852048000.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
247	859478400.0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
248	860688000.0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
249	862502400.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
250	863107200.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
251	868550400.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
252	864316800.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
253	866131200.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
254	866736000.0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
255	866736000.0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
256	866736000.0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
257	867945600.0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
258	868550400.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
259	852048000.0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
260	852048000.0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
261	870364800.0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
262	870364800.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
263	871574400.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
264	872179200.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
265	631123200.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
266	872784000.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
267	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
268	852048000.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
269	852048000.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
270	852048000.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0
271	852048000.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
272	852048000.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
273	788889600.0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
274	788889600.0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
275	788889600.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
276	788889600.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
277	788889600.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
278	820425600.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
279	788889600.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
280	825609600.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
281	757353600.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
282	837187200.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
283	838915200.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
284	840124800.0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
285	844358400.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
286	847987200.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0
287	850838400.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
288	851011200.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
289	851443200.0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
290	852825600.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
291	855849600.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
292	856454400.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
293	857059200.0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
294	858873600.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
295	862502400.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
296	863712000.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
297	852048000.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
298	867340800.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
299	872179200.0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
300	852048000.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
301	874598400.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
302	852048000.0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0
303	852048000.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
304	842544000.0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
305	852048000.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
306	852048000.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
307	852048000.0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0
308	852048000.0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
309	852048000.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
310	852048000.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
311	852048000.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
312	852048000.0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0
313	852048000.0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
314	852048000.0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
